location_name,latitude,longitude,day_of_year,month,sin_doy,cos_doy,solar_irradiance,temperature_avg,humidity,wind_speed,pressure,cloud_cover,precipitation,capacity_kw,panel_area,tilt_angle,orientation,energy_generated_kwh,energy_per_kw
Mumbai,19.076,72.877,365,13,0.0,1.0,498.23,27.04,46.3,7.6,1006.1,29.3,0.0,20,103.9,20,180,0.184,0.009
Mumbai,19.076,72.877,37,2,0.595,0.804,479.46,34.8,74.6,2.5,1017.2,61.0,0.0,3,19.7,16,207,0.1,0.033
Mumbai,19.076,72.877,35,2,0.567,0.824,537.31,25.22,48.2,3.6,1015.2,49.7,0.0,10,53.0,23,164,0.1,0.01
Mumbai,19.076,72.877,125,5,0.836,-0.549,742.77,31.28,45.9,2.5,1006.0,50.1,4.7,3,18.9,20,164,0.1,0.033
Mumbai,19.076,72.877,71,3,0.94,0.342,584.22,32.62,55.5,3.9,1012.9,64.0,0.0,5,25.6,43,195,0.1,0.02
Mumbai,19.076,72.877,184,7,-0.026,-1.0,544.75,25.22,46.3,2.5,1018.7,57.0,3.93,5,33.2,42,156,0.1,0.02
Mumbai,19.076,72.877,337,12,-0.464,0.886,521.48,19.35,54.7,6.8,1016.6,6.8,0.0,100,531.3,41,172,4.533,0.045
Mumbai,19.076,72.877,62,3,0.876,0.483,490.91,30.87,51.2,2.9,1003.1,73.1,0.0,3,19.9,33,174,0.1,0.033
Mumbai,19.076,72.877,263,9,-0.983,-0.184,296.87,14.05,64.5,2.1,1012.7,72.5,1.63,2,11.2,23,207,0.1,0.05
Mumbai,19.076,72.877,348,12,-0.288,0.957,269.57,24.13,53.1,7.5,1018.2,75.3,7.29,25,136.9,43,206,0.147,0.006
Mumbai,19.076,72.877,145,5,0.602,-0.799,826.42,30.26,80.3,3.7,1011.4,33.6,0.0,10,51.2,33,206,0.1,0.01
Mumbai,19.076,72.877,25,1,0.417,0.909,620.81,24.45,80.7,5.6,1005.2,25.9,0.0,5,25.1,16,194,0.1,0.02
Mumbai,19.076,72.877,204,7,-0.362,-0.932,482.13,23.66,69.1,2.9,1020.1,58.5,0.0,5,33.2,20,203,0.1,0.02
Mumbai,19.076,72.877,56,2,0.821,0.57,800.79,36.02,56.8,3.9,1001.7,24.5,0.0,50,268.2,34,191,1.696,0.034
Mumbai,19.076,72.877,100,4,0.989,-0.15,866.35,36.27,58.6,3.6,1020.8,35.9,3.23,5,28.4,41,190,0.1,0.02
Mumbai,19.076,72.877,286,10,-0.978,0.209,436.94,17.62,53.3,6.6,1004.4,30.2,0.0,3,18.4,38,179,0.1,0.033
Mumbai,19.076,72.877,117,4,0.903,-0.429,730.95,29.3,43.8,3.6,1013.6,52.6,0.0,20,118.3,43,159,0.229,0.011
Mumbai,19.076,72.877,10,1,0.171,0.985,300.91,27.89,53.8,7.6,1019.0,79.0,0.0,2,10.9,17,161,0.1,0.05
Mumbai,19.076,72.877,77,3,0.97,0.243,745.92,29.93,53.2,2.8,1004.5,44.9,0.0,3,15.2,31,154,0.1,0.033
Mumbai,19.076,72.877,306,11,-0.85,0.527,281.99,15.43,71.5,8.0,1013.7,67.3,0.0,25,132.8,17,167,0.142,0.006
Mumbai,19.076,72.877,349,12,-0.272,0.962,277.82,18.5,45.7,6.5,1006.7,73.5,0.0,5,26.1,37,159,0.1,0.02
Mumbai,19.076,72.877,313,11,-0.78,0.625,311.39,17.32,48.9,3.0,1003.9,59.0,0.0,15,86.9,21,182,0.1,0.007
Mumbai,19.076,72.877,170,6,0.214,-0.977,520.12,23.52,56.2,4.1,1010.4,66.3,0.0,5,27.8,37,173,0.1,0.02
Mumbai,19.076,72.877,280,10,-0.994,0.107,292.54,15.26,51.4,5.9,1007.4,68.8,0.0,20,104.9,26,169,0.1,0.005
Mumbai,19.076,72.877,253,9,-0.937,-0.35,530.09,10.3,58.0,3.0,1012.5,22.9,1.58,20,133.0,21,157,0.231,0.012
Mumbai,19.076,72.877,236,8,-0.796,-0.605,358.59,18.94,57.7,5.4,1017.4,68.4,0.0,50,320.6,17,193,0.819,0.016
Mumbai,19.076,72.877,202,7,-0.329,-0.944,808.1,25.98,56.6,6.5,1006.2,2.9,0.0,20,128.4,40,161,0.291,0.015
Mumbai,19.076,72.877,219,8,-0.588,-0.809,666.45,17.93,66.6,6.9,1007.0,16.4,7.62,3,16.4,28,186,0.1,0.033
Mumbai,19.076,72.877,219,8,-0.588,-0.809,749.52,20.91,75.1,3.4,1010.7,0.7,5.85,100,624.7,32,160,6.63,0.066
Mumbai,19.076,72.877,24,1,0.401,0.916,473.28,29.9,47.4,7.0,1005.3,53.0,0.0,100,528.6,18,204,4.119,0.041
Mumbai,19.076,72.877,258,9,-0.963,-0.268,408.01,17.04,45.6,4.4,1013.8,48.3,0.0,15,97.2,33,172,0.1,0.007
Mumbai,19.076,72.877,306,11,-0.85,0.527,443.1,11.71,79.4,4.8,1006.4,24.1,0.0,20,107.5,18,192,0.179,0.009
Mumbai,19.076,72.877,75,3,0.961,0.276,1052.73,30.72,50.2,5.3,1002.1,3.4,0.0,5,31.1,33,166,0.1,0.02
Mumbai,19.076,72.877,289,10,-0.966,0.26,313.75,15.43,72.4,5.5,1017.8,61.3,0.0,100,618.4,34,199,2.534,0.025
Mumbai,19.076,72.877,145,5,0.602,-0.799,878.56,28.24,48.2,7.4,1018.7,26.7,1.01,20,123.3,17,152,0.272,0.014
Mumbai,19.076,72.877,126,5,0.826,-0.563,1003.31,36.52,79.4,3.8,1015.4,17.3,4.25,3,18.6,36,194,0.1,0.033
Mumbai,19.076,72.877,209,7,-0.441,-0.898,494.32,21.04,43.9,1.6,1007.9,54.0,1.18,25,149.3,23,182,0.272,0.011
Mumbai,19.076,72.877,119,4,0.888,-0.46,811.85,30.91,48.3,7.3,1016.9,42.4,0.0,3,17.1,27,207,0.1,0.033
Mumbai,19.076,72.877,310,11,-0.812,0.584,371.02,11.87,41.4,7.9,1014.3,43.1,0.0,100,650.3,18,209,3.202,0.032
Mumbai,19.076,72.877,270,9,-0.998,-0.065,337.12,15.52,72.7,5.5,1012.8,60.6,0.0,50,280.4,23,173,0.82,0.016
Mumbai,19.076,72.877,169,6,0.23,-0.973,938.74,25.22,61.8,7.6,1021.2,5.4,3.33,15,86.3,19,189,0.2,0.013
Mumbai,19.076,72.877,309,11,-0.821,0.57,326.16,20.33,43.7,2.4,1009.8,55.2,9.95,100,527.3,40,163,2.482,0.025
Mumbai,19.076,72.877,209,7,-0.441,-0.898,508.14,17.84,77.6,7.7,1011.0,51.5,0.0,10,54.2,16,194,0.1,0.01
Mumbai,19.076,72.877,227,8,-0.693,-0.721,681.59,15.22,68.0,6.4,1012.5,7.9,0.0,5,27.7,33,163,0.1,0.02
Mumbai,19.076,72.877,53,2,0.791,0.612,468.96,34.93,80.7,5.6,1007.7,72.1,0.0,15,96.1,18,201,0.1,0.007
Mumbai,19.076,72.877,267,9,-0.993,-0.116,432.02,17.04,70.6,7.2,1020.7,38.7,0.0,10,64.2,32,165,0.1,0.01
Mumbai,19.076,72.877,46,2,0.712,0.703,839.65,35.24,55.0,6.9,1012.5,9.4,0.0,25,140.8,30,158,0.43,0.017
Mumbai,19.076,72.877,226,8,-0.681,-0.732,543.49,14.9,43.8,7.0,1006.4,35.8,6.37,20,132.4,19,184,0.212,0.011
Mumbai,19.076,72.877,21,1,0.354,0.935,470.8,27.58,70.5,4.7,1007.8,51.2,8.72,25,131.6,22,153,0.213,0.009
Mumbai,19.076,72.877,206,7,-0.394,-0.919,386.34,19.41,62.5,7.7,1019.6,74.5,0.0,50,286.2,32,158,0.694,0.014
Mumbai,19.076,72.877,243,9,-0.863,-0.505,658.75,17.09,80.4,6.5,1012.2,1.0,0.0,5,28.8,29,153,0.1,0.02
Mumbai,19.076,72.877,179,6,0.06,-0.998,583.6,25.68,69.8,1.5,1020.2,53.1,0.0,20,116.1,37,177,0.183,0.009
Mumbai,19.076,72.877,287,10,-0.974,0.226,479.03,11.71,76.3,3.1,1012.0,19.0,0.0,100,600.6,34,173,4.177,0.042
Mumbai,19.076,72.877,303,11,-0.876,0.483,373.28,17.97,78.6,1.6,1012.0,43.1,0.0,2,10.2,35,183,0.1,0.05
Mumbai,19.076,72.877,290,10,-0.961,0.276,356.34,13.17,76.7,7.9,1014.0,50.0,0.0,3,17.7,32,168,0.1,0.033
Mumbai,19.076,72.877,124,5,0.845,-0.534,558.92,28.54,76.4,6.1,1012.5,73.2,0.0,2,12.8,44,186,0.1,0.05
Mumbai,19.076,72.877,330,11,-0.567,0.824,337.91,15.6,55.6,1.6,1007.1,53.2,0.0,15,81.7,40,164,0.1,0.007
Mumbai,19.076,72.877,18,1,0.305,0.952,614.49,31.17,75.0,1.4,1014.3,20.3,8.55,100,511.0,17,209,5.168,0.052
Mumbai,19.076,72.877,357,12,-0.137,0.991,371.59,19.15,41.8,5.5,1013.6,53.9,8.31,50,327.8,27,153,1.003,0.02
Mumbai,19.076,72.877,112,4,0.937,-0.35,982.82,29.5,76.5,3.8,1019.1,22.0,0.0,100,654.2,23,176,10.217,0.102
Mumbai,19.076,72.877,351,12,-0.239,0.971,485.16,22.82,59.4,3.8,1014.5,22.9,0.0,3,19.4,32,182,0.1,0.033
Mumbai,19.076,72.877,25,1,0.417,0.909,726.71,28.91,78.0,3.3,1013.5,5.9,0.0,1,6.4,44,171,0.1,0.1
Mumbai,19.076,72.877,352,12,-0.222,0.975,353.53,19.76,75.6,7.9,1018.0,55.9,0.0,10,53.8,43,190,0.1,0.01
Mumbai,19.076,72.877,200,7,-0.297,-0.955,575.94,17.92,64.0,1.5,1018.0,44.2,0.0,3,17.4,37,180,0.1,0.033
Mumbai,19.076,72.877,11,1,0.188,0.982,497.75,30.03,54.0,4.7,1002.7,38.0,0.0,100,606.0,25,150,4.049,0.04
Mumbai,19.076,72.877,162,6,0.346,-0.938,555.88,23.49,55.2,3.2,1015.2,64.0,8.86,5,31.3,36,171,0.1,0.02
Mumbai,19.076,72.877,345,12,-0.338,0.941,350.87,21.27,69.2,3.5,1020.4,53.8,0.0,10,50.3,16,208,0.1,0.01
Mumbai,19.076,72.877,19,1,0.321,0.947,543.11,26.77,53.4,4.3,1006.4,35.4,0.0,2,11.2,16,176,0.1,0.05
Mumbai,19.076,72.877,153,6,0.486,-0.874,609.07,34.09,54.9,1.4,1021.3,59.8,0.0,2,11.8,45,187,0.1,0.05
Mumbai,19.076,72.877,175,6,0.129,-0.992,922.45,27.44,49.7,3.4,1015.1,3.8,0.0,1,6.0,18,189,0.1,0.1
Mumbai,19.076,72.877,182,7,0.009,-1.0,639.71,26.8,71.1,1.9,1007.3,43.0,0.0,20,107.0,41,194,0.185,0.009
Mumbai,19.076,72.877,45,2,0.699,0.715,477.3,36.23,58.4,2.8,1007.9,66.4,0.0,3,18.0,38,209,0.1,0.033
Mumbai,19.076,72.877,300,10,-0.9,0.437,258.0,10.58,46.1,2.9,1007.6,74.2,0.0,20,125.6,38,173,0.118,0.006
Mumbai,19.076,72.877,17,1,0.288,0.957,528.43,31.43,45.5,5.3,1006.8,36.6,0.0,10,57.3,29,184,0.1,0.01
Mumbai,19.076,72.877,344,12,-0.354,0.935,468.42,25.27,48.7,2.0,1014.6,23.5,0.0,5,28.7,39,199,0.1,0.02
Mumbai,19.076,72.877,263,9,-0.983,-0.184,358.37,15.88,70.8,2.9,1002.4,57.9,0.0,10,52.0,22,193,0.1,0.01
Mumbai,19.076,72.877,40,2,0.635,0.772,508.21,28.1,80.3,1.9,1020.0,58.2,0.0,25,131.0,18,199,0.209,0.008
Mumbai,19.076,72.877,100,4,0.989,-0.15,632.76,36.33,56.8,1.5,1015.4,64.8,0.0,20,104.0,45,186,0.187,0.009
Mumbai,19.076,72.877,290,10,-0.961,0.276,351.6,16.27,44.2,1.4,1021.2,51.2,0.0,25,146.1,16,160,0.215,0.009
Mumbai,19.076,72.877,162,6,0.346,-0.938,586.01,23.11,70.5,2.8,1021.1,59.8,0.0,25,142.7,16,160,0.26,0.01
Mumbai,19.076,72.877,16,1,0.272,0.962,575.01,26.12,73.2,1.6,1018.4,26.3,0.0,1,6.2,36,204,0.1,0.1
Mumbai,19.076,72.877,216,8,-0.545,-0.838,725.68,22.99,72.6,6.6,1011.6,7.4,1.85,2,11.3,32,210,0.1,0.05
Mumbai,19.076,72.877,38,2,0.608,0.794,687.22,35.28,55.8,3.9,1020.6,26.5,0.0,10,60.6,24,187,0.1,0.01
