location_name,latitude,longitude,day_of_year,month,sin_doy,cos_doy,solar_irradiance,temperature_avg,humidity,wind_speed,pressure,cloud_cover,precipitation,capacity_kw,panel_area,tilt_angle,orientation,energy_generated_kwh,energy_per_kw
Mumbai,19.076,72.877,365,13,0.0,1.0,498.23,27.04,46.3,7.6,1006.1,29.3,0.0,20,103.9,20,180,0.184,0.009
Mumbai,19.076,72.877,37,2,0.595,0.804,479.46,34.8,74.6,2.5,1017.2,61.0,0.0,3,19.7,16,207,0.1,0.033
Mumbai,19.076,72.877,35,2,0.567,0.824,537.31,25.22,48.2,3.6,1015.2,49.7,0.0,10,53.0,23,164,0.1,0.01
Mumbai,19.076,72.877,125,5,0.836,-0.549,742.77,31.28,45.9,2.5,1006.0,50.1,4.7,3,18.9,20,164,0.1,0.033
Mumbai,19.076,72.877,71,3,0.94,0.342,584.22,32.62,55.5,3.9,1012.9,64.0,0.0,5,25.6,43,195,0.1,0.02
Mumbai,19.076,72.877,184,7,-0.026,-1.0,544.75,25.22,46.3,2.5,1018.7,57.0,3.93,5,33.2,42,156,0.1,0.02
Mumbai,19.076,72.877,337,12,-0.464,0.886,521.48,19.35,54.7,6.8,1016.6,6.8,0.0,100,531.3,41,172,4.533,0.045
Mumbai,19.076,72.877,62,3,0.876,0.483,490.91,30.87,51.2,2.9,1003.1,73.1,0.0,3,19.9,33,174,0.1,0.033
Mumbai,19.076,72.877,263,9,-0.983,-0.184,296.87,14.05,64.5,2.1,1012.7,72.5,1.63,2,11.2,23,207,0.1,0.05
Mumbai,19.076,72.877,348,12,-0.288,0.957,269.57,24.13,53.1,7.5,1018.2,75.3,7.29,25,136.9,43,206,0.147,0.006
Mumbai,19.076,72.877,145,5,0.602,-0.799,826.42,30.26,80.3,3.7,1011.4,33.6,0.0,10,51.2,33,206,0.1,0.01
Mumbai,19.076,72.877,25,1,0.417,0.909,620.81,24.45,80.7,5.6,1005.2,25.9,0.0,5,25.1,16,194,0.1,0.02
Mumbai,19.076,72.877,204,7,-0.362,-0.932,482.13,23.66,69.1,2.9,1020.1,58.5,0.0,5,33.2,20,203,0.1,0.02
Mumbai,19.076,72.877,56,2,0.821,0.57,800.79,36.02,56.8,3.9,1001.7,24.5,0.0,50,268.2,34,191,1.696,0.034
Mumbai,19.076,72.877,100,4,0.989,-0.15,866.35,36.27,58.6,3.6,1020.8,35.9,3.23,5,28.4,41,190,0.1,0.02
Mumbai,19.076,72.877,286,10,-0.978,0.209,436.94,17.62,53.3,6.6,1004.4,30.2,0.0,3,18.4,38,179,0.1,0.033
Mumbai,19.076,72.877,117,4,0.903,-0.429,730.95,29.3,43.8,3.6,1013.6,52.6,0.0,20,118.3,43,159,0.229,0.011
Mumbai,19.076,72.877,10,1,0.171,0.985,300.91,27.89,53.8,7.6,1019.0,79.0,0.0,2,10.9,17,161,0.1,0.05
Mumbai,19.076,72.877,77,3,0.97,0.243,745.92,29.93,53.2,2.8,1004.5,44.9,0.0,3,15.2,31,154,0.1,0.033
Mumbai,19.076,72.877,306,11,-0.85,0.527,281.99,15.43,71.5,8.0,1013.7,67.3,0.0,25,132.8,17,167,0.142,0.006
Mumbai,19.076,72.877,349,12,-0.272,0.962,277.82,18.5,45.7,6.5,1006.7,73.5,0.0,5,26.1,37,159,0.1,0.02
Mumbai,19.076,72.877,313,11,-0.78,0.625,311.39,17.32,48.9,3.0,1003.9,59.0,0.0,15,86.9,21,182,0.1,0.007
Mumbai,19.076,72.877,170,6,0.214,-0.977,520.12,23.52,56.2,4.1,1010.4,66.3,0.0,5,27.8,37,173,0.1,0.02
Mumbai,19.076,72.877,280,10,-0.994,0.107,292.54,15.26,51.4,5.9,1007.4,68.8,0.0,20,104.9,26,169,0.1,0.005
Mumbai,19.076,72.877,253,9,-0.937,-0.35,530.09,10.3,58.0,3.0,1012.5,22.9,1.58,20,133.0,21,157,0.231,0.012
Mumbai,19.076,72.877,236,8,-0.796,-0.605,358.59,18.94,57.7,5.4,1017.4,68.4,0.0,50,320.6,17,193,0.819,0.016
Mumbai,19.076,72.877,202,7,-0.329,-0.944,808.1,25.98,56.6,6.5,1006.2,2.9,0.0,20,128.4,40,161,0.291,0.015
Mumbai,19.076,72.877,219,8,-0.588,-0.809,666.45,17.93,66.6,6.9,1007.0,16.4,7.62,3,16.4,28,186,0.1,0.033
Mumbai,19.076,72.877,219,8,-0.588,-0.809,749.52,20.91,75.1,3.4,1010.7,0.7,5.85,100,624.7,32,160,6.63,0.066
Mumbai,19.076,72.877,24,1,0.401,0.916,473.28,29.9,47.4,7.0,1005.3,53.0,0.0,100,528.6,18,204,4.119,0.041
Mumbai,19.076,72.877,258,9,-0.963,-0.268,408.01,17.04,45.6,4.4,1013.8,48.3,0.0,15,97.2,33,172,0.1,0.007
Mumbai,19.076,72.877,306,11,-0.85,0.527,443.1,11.71,79.4,4.8,1006.4,24.1,0.0,20,107.5,18,192,0.179,0.009
Mumbai,19.076,72.877,75,3,0.961,0.276,1052.73,30.72,50.2,5.3,1002.1,3.4,0.0,5,31.1,33,166,0.1,0.02
Mumbai,19.076,72.877,289,10,-0.966,0.26,313.75,15.43,72.4,5.5,1017.8,61.3,0.0,100,618.4,34,199,2.534,0.025
Mumbai,19.076,72.877,145,5,0.602,-0.799,878.56,28.24,48.2,7.4,1018.7,26.7,1.01,20,123.3,17,152,0.272,0.014
Mumbai,19.076,72.877,126,5,0.826,-0.563,1003.31,36.52,79.4,3.8,1015.4,17.3,4.25,3,18.6,36,194,0.1,0.033
Mumbai,19.076,72.877,209,7,-0.441,-0.898,494.32,21.04,43.9,1.6,1007.9,54.0,1.18,25,149.3,23,182,0.272,0.011
Mumbai,19.076,72.877,119,4,0.888,-0.46,811.85,30.91,48.3,7.3,1016.9,42.4,0.0,3,17.1,27,207,0.1,0.033
Mumbai,19.076,72.877,310,11,-0.812,0.584,371.02,11.87,41.4,7.9,1014.3,43.1,0.0,100,650.3,18,209,3.202,0.032
Mumbai,19.076,72.877,270,9,-0.998,-0.065,337.12,15.52,72.7,5.5,1012.8,60.6,0.0,50,280.4,23,173,0.82,0.016
Mumbai,19.076,72.877,169,6,0.23,-0.973,938.74,25.22,61.8,7.6,1021.2,5.4,3.33,15,86.3,19,189,0.2,0.013
Mumbai,19.076,72.877,309,11,-0.821,0.57,326.16,20.33,43.7,2.4,1009.8,55.2,9.95,100,527.3,40,163,2.482,0.025
Mumbai,19.076,72.877,209,7,-0.441,-0.898,508.14,17.84,77.6,7.7,1011.0,51.5,0.0,10,54.2,16,194,0.1,0.01
Mumbai,19.076,72.877,227,8,-0.693,-0.721,681.59,15.22,68.0,6.4,1012.5,7.9,0.0,5,27.7,33,163,0.1,0.02
Mumbai,19.076,72.877,53,2,0.791,0.612,468.96,34.93,80.7,5.6,1007.7,72.1,0.0,15,96.1,18,201,0.1,0.007
Mumbai,19.076,72.877,267,9,-0.993,-0.116,432.02,17.04,70.6,7.2,1020.7,38.7,0.0,10,64.2,32,165,0.1,0.01
Mumbai,19.076,72.877,46,2,0.712,0.703,839.65,35.24,55.0,6.9,1012.5,9.4,0.0,25,140.8,30,158,0.43,0.017
Mumbai,19.076,72.877,226,8,-0.681,-0.732,543.49,14.9,43.8,7.0,1006.4,35.8,6.37,20,132.4,19,184,0.212,0.011
Mumbai,19.076,72.877,21,1,0.354,0.935,470.8,27.58,70.5,4.7,1007.8,51.2,8.72,25,131.6,22,153,0.213,0.009
Mumbai,19.076,72.877,206,7,-0.394,-0.919,386.34,19.41,62.5,7.7,1019.6,74.5,0.0,50,286.2,32,158,0.694,0.014
Mumbai,19.076,72.877,243,9,-0.863,-0.505,658.75,17.09,80.4,6.5,1012.2,1.0,0.0,5,28.8,29,153,0.1,0.02
Mumbai,19.076,72.877,179,6,0.06,-0.998,583.6,25.68,69.8,1.5,1020.2,53.1,0.0,20,116.1,37,177,0.183,0.009
Mumbai,19.076,72.877,287,10,-0.974,0.226,479.03,11.71,76.3,3.1,1012.0,19.0,0.0,100,600.6,34,173,4.177,0.042
Mumbai,19.076,72.877,303,11,-0.876,0.483,373.28,17.97,78.6,1.6,1012.0,43.1,0.0,2,10.2,35,183,0.1,0.05
Mumbai,19.076,72.877,290,10,-0.961,0.276,356.34,13.17,76.7,7.9,1014.0,50.0,0.0,3,17.7,32,168,0.1,0.033
Mumbai,19.076,72.877,124,5,0.845,-0.534,558.92,28.54,76.4,6.1,1012.5,73.2,0.0,2,12.8,44,186,0.1,0.05
Mumbai,19.076,72.877,330,11,-0.567,0.824,337.91,15.6,55.6,1.6,1007.1,53.2,0.0,15,81.7,40,164,0.1,0.007
Mumbai,19.076,72.877,18,1,0.305,0.952,614.49,31.17,75.0,1.4,1014.3,20.3,8.55,100,511.0,17,209,5.168,0.052
Mumbai,19.076,72.877,357,12,-0.137,0.991,371.59,19.15,41.8,5.5,1013.6,53.9,8.31,50,327.8,27,153,1.003,0.02
Mumbai,19.076,72.877,112,4,0.937,-0.35,982.82,29.5,76.5,3.8,1019.1,22.0,0.0,100,654.2,23,176,10.217,0.102
Mumbai,19.076,72.877,351,12,-0.239,0.971,485.16,22.82,59.4,3.8,1014.5,22.9,0.0,3,19.4,32,182,0.1,0.033
Mumbai,19.076,72.877,25,1,0.417,0.909,726.71,28.91,78.0,3.3,1013.5,5.9,0.0,1,6.4,44,171,0.1,0.1
Mumbai,19.076,72.877,352,12,-0.222,0.975,353.53,19.76,75.6,7.9,1018.0,55.9,0.0,10,53.8,43,190,0.1,0.01
Mumbai,19.076,72.877,200,7,-0.297,-0.955,575.94,17.92,64.0,1.5,1018.0,44.2,0.0,3,17.4,37,180,0.1,0.033
Mumbai,19.076,72.877,11,1,0.188,0.982,497.75,30.03,54.0,4.7,1002.7,38.0,0.0,100,606.0,25,150,4.049,0.04
Mumbai,19.076,72.877,162,6,0.346,-0.938,555.88,23.49,55.2,3.2,1015.2,64.0,8.86,5,31.3,36,171,0.1,0.02
Mumbai,19.076,72.877,345,12,-0.338,0.941,350.87,21.27,69.2,3.5,1020.4,53.8,0.0,10,50.3,16,208,0.1,0.01
Mumbai,19.076,72.877,19,1,0.321,0.947,543.11,26.77,53.4,4.3,1006.4,35.4,0.0,2,11.2,16,176,0.1,0.05
Mumbai,19.076,72.877,153,6,0.486,-0.874,609.07,34.09,54.9,1.4,1021.3,59.8,0.0,2,11.8,45,187,0.1,0.05
Mumbai,19.076,72.877,175,6,0.129,-0.992,922.45,27.44,49.7,3.4,1015.1,3.8,0.0,1,6.0,18,189,0.1,0.1
Mumbai,19.076,72.877,182,7,0.009,-1.0,639.71,26.8,71.1,1.9,1007.3,43.0,0.0,20,107.0,41,194,0.185,0.009
Mumbai,19.076,72.877,45,2,0.699,0.715,477.3,36.23,58.4,2.8,1007.9,66.4,0.0,3,18.0,38,209,0.1,0.033
Mumbai,19.076,72.877,300,10,-0.9,0.437,258.0,10.58,46.1,2.9,1007.6,74.2,0.0,20,125.6,38,173,0.118,0.006
Mumbai,19.076,72.877,17,1,0.288,0.957,528.43,31.43,45.5,5.3,1006.8,36.6,0.0,10,57.3,29,184,0.1,0.01
Mumbai,19.076,72.877,344,12,-0.354,0.935,468.42,25.27,48.7,2.0,1014.6,23.5,0.0,5,28.7,39,199,0.1,0.02
Mumbai,19.076,72.877,263,9,-0.983,-0.184,358.37,15.88,70.8,2.9,1002.4,57.9,0.0,10,52.0,22,193,0.1,0.01
Mumbai,19.076,72.877,40,2,0.635,0.772,508.21,28.1,80.3,1.9,1020.0,58.2,0.0,25,131.0,18,199,0.209,0.008
Mumbai,19.076,72.877,100,4,0.989,-0.15,632.76,36.33,56.8,1.5,1015.4,64.8,0.0,20,104.0,45,186,0.187,0.009
Mumbai,19.076,72.877,290,10,-0.961,0.276,351.6,16.27,44.2,1.4,1021.2,51.2,0.0,25,146.1,16,160,0.215,0.009
Mumbai,19.076,72.877,162,6,0.346,-0.938,586.01,23.11,70.5,2.8,1021.1,59.8,0.0,25,142.7,16,160,0.26,0.01
Mumbai,19.076,72.877,16,1,0.272,0.962,575.01,26.12,73.2,1.6,1018.4,26.3,0.0,1,6.2,36,204,0.1,0.1
Mumbai,19.076,72.877,216,8,-0.545,-0.838,725.68,22.99,72.6,6.6,1011.6,7.4,1.85,2,11.3,32,210,0.1,0.05
Mumbai,19.076,72.877,38,2,0.608,0.794,687.22,35.28,55.8,3.9,1020.6,26.5,0.0,10,60.6,24,187,0.1,0.01
Mumbai,19.076,72.877,67,3,0.914,0.405,813.3,30.42,67.8,1.8,1012.1,30.6,0.0,100,567.4,41,171,7.068,0.071
Mumbai,19.076,72.877,311,11,-0.801,0.598,405.38,13.11,70.0,6.2,1015.2,33.8,0.0,1,5.5,24,195,0.1,0.1
Mumbai,19.076,72.877,365,13,0.0,1.0,424.26,24.05,66.3,5.4,1004.8,46.1,0.0,10,60.2,35,189,0.1,0.01
Mumbai,19.076,72.877,212,8,-0.486,-0.874,616.65,22.38,56.1,1.2,1005.2,30.2,0.0,50,266.4,28,174,1.369,0.027
Mumbai,19.076,72.877,234,8,-0.775,-0.632,312.71,21.49,65.7,4.5,1011.9,78.6,8.89,15,88.0,38,156,0.1,0.007
Mumbai,19.076,72.877,171,6,0.197,-0.98,521.86,26.6,42.2,6.3,1019.8,65.7,0.81,5,27.5,17,199,0.1,0.02
Mumbai,19.076,72.877,287,10,-0.974,0.226,406.12,18.15,57.5,1.9,1021.1,37.9,0.0,5,25.0,23,151,0.1,0.02
Mumbai,19.076,72.877,216,8,-0.545,-0.838,578.46,18.38,64.9,3.3,1019.3,34.9,4.42,20,104.3,19,177,0.186,0.009
Mumbai,19.076,72.877,48,2,0.735,0.678,900.32,31.17,54.6,4.5,1002.1,1.9,0.0,10,52.7,25,161,0.1,0.01
Mumbai,19.076,72.877,25,1,0.417,0.909,526.53,28.85,60.5,1.2,1010.7,43.7,0.0,1,5.9,23,154,0.1,0.1
Mumbai,19.076,72.877,335,12,-0.494,0.87,289.88,19.7,68.7,7.4,1017.2,66.8,0.0,20,104.6,38,206,0.1,0.005
Mumbai,19.076,72.877,70,3,0.934,0.358,529.14,38.55,67.0,6.4,1020.2,71.0,0.0,2,12.0,22,190,0.1,0.05
Mumbai,19.076,72.877,317,11,-0.735,0.678,522.23,19.28,62.4,7.1,1017.8,2.3,0.0,10,57.4,25,175,0.1,0.01
Mumbai,19.076,72.877,109,4,0.954,-0.301,987.14,31.52,43.0,6.3,1010.8,21.6,0.0,25,147.9,39,195,0.525,0.021
Mumbai,19.076,72.877,149,5,0.545,-0.838,1020.48,30.44,50.1,6.4,1015.3,5.9,0.0,10,64.9,16,183,0.11,0.011
Mumbai,19.076,72.877,334,12,-0.509,0.861,346.8,15.16,67.4,3.3,1005.3,51.6,0.0,50,254.5,44,154,0.726,0.015
Mumbai,19.076,72.877,29,1,0.479,0.878,492.29,26.78,68.3,2.5,1011.4,53.1,0.0,15,84.5,30,191,0.102,0.007
Mumbai,19.076,72.877,166,6,0.28,-0.96,474.99,28.56,61.8,7.9,1004.5,74.3,8.32,20,119.4,32,205,0.175,0.009
Mumbai,19.076,72.877,246,9,-0.888,-0.46,311.23,16.63,56.6,6.2,1013.7,74.8,3.92,15,81.7,33,189,0.1,0.007
Mumbai,19.076,72.877,148,5,0.56,-0.829,1049.24,28.38,69.7,7.3,1008.1,2.6,0.0,10,63.2,26,174,0.105,0.01
Mumbai,19.076,72.877,342,12,-0.386,0.923,291.92,19.91,42.3,1.3,1016.9,67.9,0.0,5,29.5,39,193,0.1,0.02
Mumbai,19.076,72.877,240,8,-0.836,-0.549,657.8,13.99,73.6,6.3,1007.8,3.3,0.0,25,155.9,24,157,0.345,0.014
Mumbai,19.076,72.877,192,7,-0.163,-0.987,557.35,26.13,64.6,3.6,1002.7,51.3,0.0,25,131.3,38,180,0.321,0.013
Mumbai,19.076,72.877,192,7,-0.163,-0.987,518.23,22.99,69.9,1.1,1013.9,57.7,0.0,15,84.7,31,202,0.105,0.007
Mumbai,19.076,72.877,248,9,-0.903,-0.429,386.53,14.98,55.9,7.9,1013.5,57.5,7.16,100,604.6,26,202,4.422,0.044
Mumbai,19.076,72.877,29,1,0.479,0.878,759.14,28.01,66.7,4.2,1008.4,4.5,0.0,50,276.0,33,192,1.296,0.026
Mumbai,19.076,72.877,7,1,0.12,0.993,517.5,23.59,52.6,7.0,1004.7,30.5,0.0,25,132.8,15,176,0.275,0.011
Mumbai,19.076,72.877,171,6,0.197,-0.98,649.81,29.49,45.4,5.7,1001.5,46.8,5.64,50,301.4,33,150,1.428,0.029
Mumbai,19.076,72.877,294,10,-0.94,0.342,395.86,10.4,43.3,4.5,1018.4,38.7,0.0,100,568.8,41,164,4.018,0.04
Mumbai,19.076,72.877,36,2,0.581,0.814,461.81,25.33,52.2,6.8,1007.6,63.4,0.0,20,117.1,18,207,0.177,0.009
Mumbai,19.076,72.877,112,4,0.937,-0.35,669.97,37.81,60.2,7.2,1019.5,60.5,0.0,50,264.6,17,170,1.418,0.028
Mumbai,19.076,72.877,11,1,0.188,0.982,660.41,26.11,63.3,1.3,1015.0,3.7,0.0,1,6.0,31,170,0.1,0.1
Mumbai,19.076,72.877,36,2,0.581,0.814,596.82,29.18,42.5,2.9,1014.4,40.2,0.0,1,6.0,16,200,0.1,0.1
Mumbai,19.076,72.877,233,8,-0.764,-0.645,609.02,12.53,59.2,6.4,1014.6,18.3,2.21,1,5.4,20,204,0.1,0.1
Mumbai,19.076,72.877,104,4,0.976,-0.218,1056.92,31.28,67.6,1.1,1004.6,12.9,0.0,3,17.4,36,166,0.1,0.033
Mumbai,19.076,72.877,120,4,0.88,-0.475,562.43,36.37,45.5,6.2,1013.8,73.2,0.0,20,113.7,23,154,0.172,0.009
Mumbai,19.076,72.877,147,5,0.574,-0.819,578.29,31.77,79.6,7.1,1001.7,65.8,0.0,10,66.4,34,185,0.1,0.01
Mumbai,19.076,72.877,172,6,0.18,-0.984,807.88,23.42,63.4,7.9,1020.7,22.8,0.0,50,318.5,23,195,2.237,0.045
Mumbai,19.076,72.877,337,12,-0.464,0.886,460.22,18.86,75.4,4.3,1013.1,22.7,0.0,2,10.8,35,200,0.1,0.05
Mumbai,19.076,72.877,184,7,-0.026,-1.0,454.07,26.76,66.3,7.9,1005.7,71.3,0.0,5,29.7,28,193,0.1,0.02
Mumbai,19.076,72.877,260,9,-0.972,-0.234,454.44,13.93,47.2,3.9,1019.1,36.6,0.0,25,141.8,36,165,0.207,0.008
Mumbai,19.076,72.877,352,12,-0.222,0.975,433.41,22.0,54.7,7.0,1018.2,36.3,4.29,20,103.4,43,192,0.152,0.008
Mumbai,19.076,72.877,64,3,0.892,0.452,522.69,30.16,51.6,1.4,1007.0,69.5,0.0,2,10.6,22,170,0.1,0.05
Mumbai,19.076,72.877,287,10,-0.974,0.226,285.03,12.8,76.6,5.8,1012.5,69.2,7.86,50,272.5,34,171,0.68,0.014
Mumbai,19.076,72.877,195,7,-0.214,-0.977,548.96,23.61,62.0,7.7,1013.4,51.2,0.0,10,54.0,20,193,0.1,0.01
Mumbai,19.076,72.877,25,1,0.417,0.909,744.97,25.8,62.9,5.7,1018.2,2.5,0.0,3,17.5,45,190,0.1,0.033
Mumbai,19.076,72.877,326,11,-0.622,0.783,296.65,14.58,59.6,1.7,1004.2,63.6,0.0,25,163.6,16,179,0.176,0.007
Mumbai,19.076,72.877,259,9,-0.968,-0.251,532.5,10.02,75.1,2.1,1001.5,18.9,0.0,25,134.8,21,194,0.278,0.011
Mumbai,19.076,72.877,16,1,0.272,0.962,373.69,26.32,69.4,7.7,1001.5,67.1,0.0,100,618.5,29,190,2.876,0.029
Mumbai,19.076,72.877,171,6,0.197,-0.98,717.71,27.98,68.3,5.3,1007.4,36.7,0.0,10,51.2,42,166,0.1,0.01
Mumbai,19.076,72.877,320,11,-0.699,0.715,248.63,18.28,46.9,3.9,1014.3,76.0,8.71,10,64.2,36,159,0.1,0.01
Mumbai,19.076,72.877,156,6,0.441,-0.898,849.76,32.62,48.5,3.3,1008.6,25.5,0.0,20,101.8,39,175,0.248,0.012
Mumbai,19.076,72.877,219,8,-0.588,-0.809,474.29,18.78,47.3,7.0,1008.5,52.9,0.0,5,25.6,17,177,0.1,0.02
Mumbai,19.076,72.877,112,4,0.937,-0.35,995.15,34.72,63.8,4.5,1010.9,20.5,0.0,100,528.4,34,202,7.105,0.071
Mumbai,19.076,72.877,105,4,0.972,-0.234,809.41,34.84,69.4,1.9,1020.3,43.3,0.0,3,17.2,21,153,0.1,0.033
Mumbai,19.076,72.877,157,6,0.425,-0.905,485.33,31.97,52.6,7.8,1019.0,75.5,0.0,1,5.3,19,208,0.1,0.1
Mumbai,19.076,72.877,356,12,-0.154,0.988,330.07,23.21,51.9,4.8,1011.1,63.4,4.19,3,16.2,25,195,0.1,0.033
Mumbai,19.076,72.877,312,11,-0.791,0.612,463.12,17.07,57.7,7.6,1014.3,18.2,0.0,100,580.0,38,172,3.934,0.039
Mumbai,19.076,72.877,327,11,-0.608,0.794,322.05,13.79,56.3,7.5,1003.9,56.9,0.0,3,18.4,35,174,0.1,0.033
Mumbai,19.076,72.877,315,11,-0.758,0.652,362.95,13.42,73.4,6.4,1020.6,45.1,0.0,1,5.3,18,177,0.1,0.1
Mumbai,19.076,72.877,24,1,0.401,0.916,635.01,25.8,67.6,5.4,1016.8,22.2,0.0,25,158.2,24,202,0.323,0.013
Mumbai,19.076,72.877,36,2,0.581,0.814,541.07,33.16,62.7,7.5,1015.5,49.8,0.0,10,58.3,26,165,0.1,0.01
Mumbai,19.076,72.877,133,5,0.753,-0.658,675.3,36.3,64.8,5.4,1014.1,56.9,0.0,1,5.9,22,162,0.1,0.1
Mumbai,19.076,72.877,87,3,0.997,0.073,1064.8,30.11,68.5,4.1,1003.7,8.0,0.0,25,165.2,38,198,0.686,0.027
Mumbai,19.076,72.877,49,2,0.747,0.665,711.13,34.32,80.0,7.8,1016.9,32.4,0.0,20,106.2,40,159,0.191,0.01
Mumbai,19.076,72.877,255,9,-0.948,-0.317,379.52,10.03,53.6,5.0,1017.9,56.1,0.0,10,56.2,40,154,0.1,0.01
Mumbai,19.076,72.877,320,11,-0.699,0.715,337.06,16.98,70.8,1.6,1019.9,52.3,0.7,100,613.0,45,198,3.734,0.037
Mumbai,19.076,72.877,191,7,-0.146,-0.989,814.66,26.29,59.5,3.2,1002.6,9.7,0.0,50,258.4,20,159,1.669,0.033
Mumbai,19.076,72.877,362,13,-0.052,0.999,474.9,23.87,57.1,5.4,1021.0,32.5,0.0,50,310.4,30,171,1.263,0.025
Mumbai,19.076,72.877,249,9,-0.911,-0.413,580.67,18.21,53.2,6.7,1019.6,13.9,0.0,15,80.0,23,151,0.1,0.007
Mumbai,19.076,72.877,212,8,-0.486,-0.874,622.62,17.52,41.5,5.2,1020.3,29.1,8.16,20,128.4,18,210,0.228,0.011
Mumbai,19.076,72.877,174,6,0.146,-0.989,766.79,30.54,56.5,4.7,1012.9,27.8,0.0,25,141.0,40,205,0.403,0.016
Mumbai,19.076,72.877,46,2,0.712,0.703,583.31,31.83,58.2,4.9,1011.3,50.2,0.0,3,15.1,25,156,0.1,0.033
Mumbai,19.076,72.877,136,5,0.718,-0.696,550.56,27.41,80.5,4.2,1009.8,72.2,0.0,20,124.4,18,192,0.182,0.009
Mumbai,19.076,72.877,177,6,0.095,-0.996,887.11,23.72,68.5,7.8,1007.0,7.8,0.0,50,261.5,31,200,1.829,0.037
Mumbai,19.076,72.877,29,1,0.479,0.878,386.12,30.47,47.5,6.8,1008.6,72.5,0.0,50,262.0,15,199,0.817,0.016
Mumbai,19.076,72.877,68,3,0.921,0.39,870.09,35.31,56.7,8.0,1011.5,23.5,0.0,25,131.5,23,193,0.413,0.017
Mumbai,19.076,72.877,343,12,-0.37,0.929,546.47,18.5,75.0,7.1,1004.0,3.0,6.03,5,25.2,30,170,0.1,0.02
Mumbai,19.076,72.877,270,9,-0.998,-0.065,444.46,10.19,63.6,5.3,1003.6,34.4,0.0,1,5.4,41,206,0.1,0.1
Mumbai,19.076,72.877,87,3,0.997,0.073,575.57,38.76,52.5,1.8,1008.5,70.0,0.0,2,11.9,39,193,0.1,0.05
Mumbai,19.076,72.877,94,4,0.999,-0.047,1017.62,29.59,76.7,7.5,1015.2,16.1,0.0,1,6.4,27,166,0.1,0.1
Mumbai,19.076,72.877,164,6,0.313,-0.95,828.29,22.61,59.1,1.3,1005.7,24.4,7.04,25,133.1,28,157,0.497,0.02
Mumbai,19.076,72.877,195,7,-0.214,-0.977,736.4,18.64,48.5,2.9,1019.1,20.0,0.0,50,270.0,24,185,1.191,0.024
Mumbai,19.076,72.877,83,3,0.99,0.142,1002.34,33.56,78.9,7.3,1019.3,14.3,1.04,5,30.6,16,206,0.1,0.02
Mumbai,19.076,72.877,176,6,0.112,-0.994,878.1,25.95,47.1,1.7,1011.6,9.8,0.0,25,127.2,42,151,0.357,0.014
Mumbai,19.076,72.877,269,9,-0.997,-0.082,259.49,11.8,60.8,1.9,1007.9,79.8,0.0,15,86.5,39,160,0.1,0.007
