,sin_doy,cos_doy,solar_irradiance,temperature_avg,humidity,wind_speed,pressure,cloud_cover,precipitation,solar_zenith_angle,clear_sky_index,air_mass,capacity_kw,tilt_angle,orientation
17,0.31108174,0.5850618,500,10,91.03779,3.5415013,1005.915,75.53795,49.13189,14.5972185,0.50781536,5.6850057,42.051773,40.051586,213.77637
18,-0.9987714,0.68921006,273.7735,20,35.31665,24.7301,1017.3484,19.73664,60.41543,56.52408,0.7846969,5.2027793,40.778187,34.680027,201.43504
19,0.65399224,0.0919543,230.58476,41.700874,59.511307,15.458265,979.0655,31.010738,39.438976,28.276392,1.05,9.9981985,31.142065,36.587044,167.84662
20,-0.3752566,-0.16237797,360.1632,18.4194,51.191223,20.239912,971.2712,60,30.267202,72.78454,0.7779055,3.5040565,19.041025,42.435978,120
21,-0.99865127,-0.08822954,271.57678,18.814512,11.519318,16.321938,970,60,67.954056,3.6613083,0.37697217,3.8112144,34.177395,45,120
22,0.91557896,0.9933478,700,10,62.95046,6.79481,1017.65,60,34.126987,79.424194,0.42151603,2.6948092,42.341473,40.679214,120
23,-0.89419967,0.48548135,341.2221,38.545475,70.1378,13.30652,1035,60,86.343376,4.9941893,0.18271676,7.186012,25.586632,8.467823,193.6809
24,0.5593879,-0.94422185,791.31647,30.49605,79.92873,16.951216,1035,60,74.90547,43.480362,0.76764643,3.9090466,39.77251,40.751854,120
25,0.99999934,-0.4652834,300,10,78.4896,19.192905,978.9513,90.849014,5.4792876,83.16361,0.3784674,2.818166,15.436001,40.728806,120
26,-0.87712437,-0.18795109,700,10,43.738102,21.530687,1006.90485,60,53.867756,7.084387,0.14097776,2.9510045,46.761063,22.773611,120
27,-0.97178036,0.67990017,1086.3726,26.716663,74.14539,24.555426,1035,60,28.530937,37.343075,0.30314428,9.354896,33.076546,45,120
28,0.7152594,0.7547885,275.6244,42,48.807503,12.144096,1028.3069,76.272896,26.160372,79.646,0.026950195,6.5177426,49.94702,45,173.28644
29,-0.910753,-0.99999744,500,42,97.15855,1.1034172,990.49384,67.385086,8.991567,28.481785,0.5982916,6.8286934,46.652916,23.707924,181.82367
30,-0.823076,-0.8910084,700,10,69.82655,2.2023199,1000.5275,60,38.34248,17.941576,0.51231074,10.994878,47.760883,44.35806,240
31,-0.6372051,0.21088007,300,25.670645,6.875814,10.579413,1008.8203,85.00731,35.420197,23.339392,1.0240091,3.2358067,49.010212,45,240
32,0.49066877,0.99991137,373.88272,10,68.04974,8.385679,982.46234,79.62953,87.91631,22.793425,0.1476435,3.4951444,34.931614,35.386192,240
33,-0.68370605,-0.93526363,492.72394,38.446636,78.37097,9.311276,970,60,70.4644,0.66578907,0.31839505,1.5276755,33.71246,31.067844,120
34,-0.9234877,-0.6602043,76.49033,10,5.078969,7.1766133,993.14105,60,71.02082,77.31527,0.10963991,11.1726465,39.131756,45,173.50125
35,-0.5125241,-0.49175674,118.01196,10,90.22268,3.548836,1032.3838,60,75.74853,51.22953,0.61398953,1.860443,39.872433,6.33208,120
36,0.9949544,-0.98846096,345.8758,10,95.46805,6.251762,970,60,62.681065,72.276794,0.75521827,3.2693315,25.402195,45,120
37,-0.36938804,-0.6244727,183.93944,10,42.83602,6.479551,1035,60,99.42784,36.590786,0.8474615,5.6010423,47.739376,34.304092,227.19568
38,-0.99304354,-0.33727938,700,42,91.312,9.482945,975.55817,60,11.904956,51.339558,0.38181177,9.581733,34.894226,26.25989,240
39,-0.25002295,0.58394,113.97997,38.48192,91.290955,2.7161,1005.89545,60,12.304318,25.08246,0.13279358,5.530321,32.011456,35.62206,240
40,0.48833078,0.7094775,791.3075,10,38.264286,2.796313,973.2064,60,47.18992,28.736814,0.40857998,3.066251,42.816242,3.731772,177.77107
41,0.38412586,-0.6881597,665.8508,23.693905,64.04674,15.778754,1015.07434,94.00261,49.58072,63.44388,0.26109377,6.2128778,49.200447,1.9405869,132.53511
42,-0.5856793,-0.95448333,405.48575,19.140045,94.27235,15.900432,1016.76544,9.134223,85.238235,58.07025,0.1435044,5.473634,46.367348,38.50663,197.64725
43,-0.95425475,0.047962658,593.6639,16.324633,49.21612,14.659279,973.1881,45.36851,66.65305,33.85766,0.64277893,6.2490788,16.460777,16.953144,147.66438
44,-0.87229085,-0.7582716,310.13416,20,6.805733,9.214898,1017.83813,20,33.607925,46.86461,0.8093766,6.9588056,45.230015,22.23396,207.85472
45,-0.9610561,0.8056189,225.6365,20,40,19.954905,982.0637,20,52.632202,42.66232,0.6415534,7.0568137,46.15645,23.743744,174.56738
46,-0.13341136,0.9697783,700,30.290257,57.372967,13.2195425,974.61334,60,98.19753,33.167103,0.6967559,10.426326,24.683287,44.896065,240
47,-0.19709234,0.48102137,871.67566,36.155415,82.66389,7.7980995,970,60,17.367327,78.74232,0.18117984,1.173802,45.0393,13.7268305,240
48,-0.3153611,0.94025016,788.73236,22.558754,99.33979,21.569101,1035,60,11.506915,81.82004,0.66074765,11.181736,22.851099,33.41576,240
49,-0.7358145,0.26932746,74.15366,42,46.505608,17.510923,970,60,0.8404346,30.505066,0.87810916,4.6765604,44.978443,25.876312,120
50,0.1351387,-0.90356815,700,37.532898,33.346336,16.034212,1004.5304,60,30.648647,72.59591,0.41248238,1.3975923,42.367474,26.820831,240
51,-0.9767992,0.3410441,700,31.716425,26.42341,14.09364,979.62335,60,8.619242,41.919678,0.9580985,1.6631488,31.170092,10.286523,240
52,-0.68128645,0.9455963,701.4636,42,62.73582,6.561388,975.42303,60,85.47492,60.467865,0.18734406,6.631467,39.85061,22.450361,149.01614
53,-0.6446034,0.788739,700,10,93.07357,3.817125,985.185,60,81.78864,44.04786,0.89996666,3.9499717,32.33257,20.091412,216.91888
54,-0.90920293,0.71693206,1056.1737,30.905111,64.544655,14.578897,1035,60,37.841515,35.15048,0.78280634,1.9177194,44.611145,45,120
55,0.8422157,-0.84425896,700,42,74.29285,19.524952,1018.6936,60,23.64484,14.366484,1.0079129,10.296414,35.07599,38.96637,120
56,0.9431942,0.66152173,300,10,36.33048,22.272617,1015.295,86.68315,43.45652,16.79163,0.19471413,5.6119013,22.243025,8.94622,120
57,0.9618003,0.08604262,112.94857,23.412739,77.34448,4.4175696,1024.0269,60,8.692079,34.735603,0.29810864,2.5435414,20.06184,45,240
58,0.7447324,-0.4087817,313.28503,10,72.04254,24.985485,996.1522,60,29.502554,42.35756,0.057560578,6.1207213,6.424009,45,120
59,-0.91002285,-0.9972984,300,10,21.315702,0.8377596,1035,87.49297,81.114395,33.056206,0.48449767,3.3768888,47.273426,24.80887,176.73184
60,0.8386794,-0.8600911,1100,10,55.094,8.312105,1019.8067,60,39.371403,58.091568,0.49875984,2.2345765,46.32269,45,120
61,-0.98012924,-0.6957241,700,10,49.263977,18.22267,994.63525,60,97.96834,79.409935,0.9337393,2.3159974,28.131828,45,240
62,-0.7729103,-0.39562958,302.7567,42,62.53208,8.307993,1018.4345,60,49.753788,60.892807,1.0406045,7.424692,30.596617,45,120
63,0.15212631,-0.99395585,929.52594,10,60.74139,18.609104,970.75806,60,6.834838,24.356274,0.44121322,11.762193,37.18256,17.689081,138.74916
64,-0.9585659,-0.5855609,182.00676,25.095615,50.058495,12.155119,983.91077,1.8392643,81.74108,46.709766,0.698299,1.7335749,35.2538,6.1787796,219.94658
65,-0.33453125,0.5599026,413.7761,27.64909,41.3977,7.6750307,998.92,38.454185,84.57065,42.33462,0.96509194,2.6830463,43.312912,23.621174,137.21231
66,0.9161638,0.033291407,25.091019,11.011401,82.94924,19.571274,985.5006,95.607346,26.817623,33.03812,1.05,7.0354486,12.322005,30.161871,228.45454
67,-0.19889116,-0.5495885,104.09815,26.963488,31.45842,1.5973815,985.5029,95.817345,23.45391,30.32311,0.14457762,3.609317,48.678154,21.41921,240
68,0.0327034,0.35825884,500,14.305905,87.86073,13.4122305,990.45166,68.24038,31.884817,45.493107,0.5020888,9.899935,30.283264,45,144.47116
69,-0.99614924,0.68035656,398.81082,18.425344,26.976751,10.884048,1001.83484,60.254467,62.92696,47.97191,0.26614404,7.059009,39.73647,8.08101,240
70,-0.12439671,0.9980421,700,42,48.764393,12.377593,1022.67786,60,37.46515,11.2740965,0.34733167,11.297564,46.00343,45,240
71,-0.1128522,-0.9912257,700,10,93.4442,8.423227,1023.78,60,75.68922,40.920017,0.22133061,6.8364654,48.63516,40.367085,240
72,0.99987376,0.9807061,220.35228,28.958065,53.572506,22.736032,1031.4492,60,79.154884,74.44014,0.11275249,3.9707422,33.21553,31.767893,120
73,0.85275424,0.7661063,700,31.4299,35.35575,20.047573,994.65106,60,60.192616,74.41213,0.104013845,3.1494553,33.19129,42.667484,120
74,-0.84119624,0.4394036,173.68,10,8.547529,14.051109,1035,74.6119,70.95082,57.644302,0.69514894,9.316352,8.784585,38.315357,197.14658
75,-0.9654086,0.15477264,239.68333,10,36.719574,16.14373,996.8861,94.91456,67.88656,21.122326,0.34524396,5.271206,25.560162,29.15341,120
76,0.6197457,-0.35638618,229.4423,42,64.69689,19.693226,1010.32733,60,40.173836,2.5205994,0.978382,4.5931773,44.18935,9.676977,120
77,0.40468094,0.8768508,188.46495,26.984966,84.67233,12.501082,1035,75.93542,71.029884,77.67471,0.35000473,7.621495,28.321966,45,146.71307
78,-0.22324109,-0.085544385,257.31787,36.312523,18.763966,15.932995,997.6666,60,91.303955,74.40171,0.82840735,1.411851,18.610346,38.12714,240
79,-0.97125316,0.85088664,469.39722,10,69.17235,8.786482,1011.0946,60,12.430442,18.12913,0.4299815,3.135983,23.321526,26.848297,120
80,-0.77661204,0.99930435,500,33.560287,27.818186,12.4053335,970,63.365334,13.598131,77.036545,0.7880958,1.6339018,13.054918,45,240
81,-0.13900243,-0.20825852,700,10,26.416899,1.2705718,970,60,92.30231,19.07525,0.3654632,3.430109,21.541176,36.214066,120
82,0.97518593,0.82731074,300,42,69.81385,2.5540795,979.13947,99.787605,74.64443,28.821909,0.4247261,3.9150455,40.099506,40.476624,240
83,-0.5295966,0.31667197,700,10,99.944954,9.580108,970,60,77.4009,41.580334,0.6493685,8.476569,44.52679,7.2342396,120
84,-0.53509545,-0.058462538,298.81674,21.43211,7.4252443,10.449166,1021.15686,81.799774,13.08652,89.58158,0.2726922,10.64579,4.4076095,45,240
85,0.42792985,0.73739684,300,14.646943,19.155487,1.9122612,1004.8274,92.94627,22.124226,15.936307,0.40831336,1.231708,37.6613,9.473959,120
86,-0.4399087,0.03895089,91.40945,20,12.843073,9.376427,1035,60,0.8345178,15.439498,0.51863617,3.5965412,22.152498,7.7421846,240
87,-0.99538827,-0.63374555,35.698875,27.654604,78.72797,9.663605,971.08606,60,40.424023,7.382043,0.78627765,11.965194,35.493927,31.190577,240
88,-0.7922589,0.7215773,57.22547,22.195469,59.343758,2.9532955,983.6413,38.236557,13.866966,84.52979,0.82405466,6.0030656,29.983105,17.617447,222.17168
89,0.79514074,-0.80425006,698.6859,32.41338,47.38999,11.940473,1008.9146,57.769848,57.794167,15.178569,0.55312544,4.552716,47.46932,17.600765,133.8254
90,-0.752027,0.80264425,685.2143,39.317276,67.29751,13.591543,970.06714,52.25176,55.549942,72.47275,0.6011687,1.8073105,45.34209,19.753132,135.53267
91,0.9938311,-0.40762585,7.5155935,10,92.50734,17.26654,1029.6925,7.069024,86.27044,4.890499,1.05,6.3310175,46.58245,39.28304,194.948
92,-0.26347986,-0.667025,132.8443,20,97.994125,15.713847,999.199,20,27.509544,1.5504987,0.13679628,11.448951,40.049934,1.5445611,132.5387
93,0.07729403,-0.99069995,60.140568,20,11.963982,21.933271,993.7511,20,56.850883,46.232265,1.05,6.8514853,29.773483,7.719569,196.86232
94,0.8459792,-0.00391587,300,41.07535,26.464104,14.119056,970,90.17721,42.289913,82.783775,0.013705281,9.538704,27.90134,45,240
95,0.98299277,0.7353257,271.63586,10,55.89341,15.218573,970,88.566,83.57345,39.79545,0.081673026,2.3721027,35.852203,45,240
96,0.6654005,0.8050389,672.9169,10.329418,51.154163,21.818813,1035,60,80.125404,81.779236,1.0067291,5.10364,6.9628983,11.51926,240
97,0.9103086,0.76345843,742.4593,16.201998,26.755749,3.3000793,970,60,13.938226,27.50106,0.8016781,2.6496694,36.08776,45,132.6757
98,-0.90953255,0.5879441,165.15143,39.58105,28.185755,6.410495,1015.7885,81.32849,47.50355,69.44318,0.98169476,2.0383067,21.452562,45,240
99,-0.5422931,-0.10724985,415.9414,14.239231,11.398975,15.589984,1003.57465,60,6.6793556,46.098457,0.101879604,1.657172,10.462013,5.987155,120
100,0.896268,-0.95123297,357.6107,10,40.676395,14.831103,1012.5839,73.1655,35.043056,48.529324,0.9619762,6.0397377,12.57965,44.08944,120
101,0.47805545,0.9304347,195.8653,42,55.705013,3.465722,970,60,40.973274,78.3632,0.4916708,7.871301,48.254787,19.562943,120
102,-0.85804766,0.5862851,300,36.095333,11.052092,14.679435,970,90.74105,27.540176,74.5137,0.15836945,1.3277528,41.093315,36.596767,175.80573
103,0.020392735,-0.29474536,24.20587,42,76.329506,17.943052,1019.0112,60,34.687786,32.03244,0.9808806,11.855845,33.68489,45,240
104,0.92548186,0.94832456,63.420727,20.7304,68.74318,8.643985,992.99725,60,19.047255,43.77946,0.9957046,4.88319,43.384155,6.807607,240
105,0.9980491,0.98142165,542.574,10,44.34206,4.7069726,995.64557,60,21.691622,53.52096,0.87657136,11.856406,40.828213,20.624445,185.25043
106,-0.9415391,-0.88421166,983.93774,42,90.2286,6.321907,1010.6011,60,14.90365,33.886196,0.2327119,7.6920266,36.582874,34.594303,240
107,-0.5060876,0.27099907,568.7271,41.473007,99.22792,22.650627,970,60,26.644981,73.60958,0.8395335,2.394312,41.204155,45,120
108,0.9996457,-0.25359908,300,24.365358,59.203278,1.4232395,1002.7727,98.57212,99.816696,88.627335,0.5931412,9.067555,29.67057,44.70201,120
109,0.9725339,0.19642699,726.3091,42,62.608273,12.613365,970,60,47.656197,85.894905,0.95126605,7.0732307,33.31577,26.878193,120
110,0.5872575,0.24485466,38.041996,28.097624,49.449062,2.5852787,1003.6426,60,70.71672,81.70425,0.6879247,1.5813721,22.40211,32.617813,120
111,-0.88786334,0.045371722,700,42,6.9980454,9.5610075,1035,60,62.895874,40.088142,0.69888234,1.4033769,41.450085,18.41677,240
112,-0.076968804,0.11419544,389.09064,33.07122,60,23.85825,970,60,54.65463,78.6363,1.05,9.403714,33.855743,3.9078417,176.56874
113,0.9943796,-0.9800129,31.211967,27.527637,44.9667,8.682003,970,60,93.649864,39.446667,0.06754703,9.204845,47.20771,26.922316,240
114,0.8363606,0.176026,32.321217,20,64.822784,10.31572,976.3308,60,96.05007,15.5588875,0.8911655,1.6478494,29.432545,8.70692,120
115,-0.8750994,0.06420361,122.54124,20,24.555723,12.973428,1035,60,1.1184056,54.100056,0.8758526,6.022243,42.248863,45,120
116,0.98180765,0.9453794,17.250513,10,55.211193,2.699673,993.20044,60,94.89767,47.165745,1.05,7.440227,44.134304,45,120
117,0.9043494,0.6076242,59.14262,42,60,11.50654,998.3979,60,80.03314,4.824566,0.12208219,5.9741616,47.19346,43.909172,120
118,-0.9934812,-0.8977126,137.61523,31.30935,25.948444,24.396334,997.9165,60,40.050766,74.06498,1.05,1.4972456,26.215935,24.446419,120
119,-0.34090155,0.80956864,45.048756,20,76.781334,3.866292,970,60,70.00449,80.131714,1.05,7.746621,22.877905,25.94324,159.23854
120,0.95828146,0.39184758,415.38547,20,33.153385,15.736489,970,60,4.481745,20.589958,0.5482694,8.828751,27.612354,45,162.56613
121,-0.43554935,0.72482795,110.03232,33.965816,67.00955,16.966091,985.62854,51.831387,31.474075,51.27571,0.8185958,9.147023,49.230526,30.744719,124.02684
122,-0.18895932,-0.99748975,523.935,33.826714,56.657665,12.845704,1033.7223,71.23392,55.89995,56.362343,1.0153776,6.350411,42.512344,20.588882,239.39131
123,-0.99991494,-0.29704657,297.53293,12.734101,19.518463,10.224601,1021.0554,0.23777218,68.95082,23.664865,0.44628245,9.444637,44.758595,11.664519,137.56833
124,0.82408494,0.8071273,184.4463,23.90583,32.30665,7.3392024,1004.2469,20,77.72603,84.03675,0.95122397,8.29505,22.517029,29.639719,208.1684
125,0.2466788,0.7503997,767.70514,32.917057,52.137856,7.656325,980.348,60,62.588856,81.72807,0.7118592,8.257011,48.843163,45,120
126,0.8058353,0.65887904,99.70391,42,12.522121,23.47221,1014.9129,91.0091,56.117195,87.95477,0.19411217,2.6187687,36.728626,45,240
127,0.2808116,0.5037142,500,10,50.186054,2.1330962,970,77.66969,45.206524,3.825393,0.031814195,5.240444,37.45508,38.59761,240
128,-0.09536275,-0.56647617,92.36809,40.88757,17.687162,9.692424,970,60.32549,55.021664,69.72105,0.8840635,3.4301746,19.97744,45,240
129,-0.554353,0.985214,32.452343,42,8.725654,24.972319,994.698,60,75.91554,53.14389,1.0112476,3.3987155,38.27775,36.889553,240
130,0.9456442,0.9999871,465.6598,28.408247,67.482506,23.277384,1035,60,57.070583,45.13076,1.0492619,1.140649,35.848095,45,240
131,-0.038167357,-0.6638334,776.73224,13.087691,95.313545,8.9171715,1035,60,33.212646,53.97302,0.45830062,11.743501,18.926825,6.735375,132.86269
132,0.61990035,-0.8925589,507.54163,17.867872,35.349377,13.697082,1035,60,0.7448175,86.712685,0.37394997,9.7406435,43.620766,21.649725,120
133,-0.36136982,-0.566032,476.26297,22.92111,36.250893,8.8231125,1035,60,73.0988,8.857218,0.58944154,9.5964,24.900826,13.627931,213.87881
134,-0.21819448,-0.3107671,700,17.90923,15.545446,3.0466046,970,60,80.6172,42.571964,0.08860875,10.571328,40.32206,3.611284,120
135,-0.35428798,0.7428677,440.5992,11.177738,48.191425,24.968145,1026.7144,64.09809,52.33186,68.76408,0.26622835,4.3756633,33.53776,5.6255903,120
136,0.874898,0.8098937,922.8506,27.019833,68.61034,9.417839,992.4036,60,2.8992364,28.118582,0.29966843,11.253602,37.678413,36.777267,240
137,0.9129894,-0.9742467,500,10,93.24917,16.807917,1008.45306,64.259674,37.57621,60.357452,0.16246532,11.777903,19.63519,24.483196,120
138,0.98978776,0.84952223,300,10,10.912963,22.56881,1014.925,95.59036,75.57819,81.87007,0.5555294,6.2606683,21.316494,0.010303582,240
139,-0.495315,-0.81005216,141.67981,10,59.185474,24.399555,1025.0469,61.508118,88.64183,43.43864,0.13628057,5.848579,45.57584,17.288229,120
140,-0.016937478,0.999905,256.81036,10,74.08185,14.250025,970,98.26988,38.44021,73.52053,1.0325133,11.218933,9.873235,45,240
141,-0.99197775,-0.85359406,731.33813,39.589817,49.729446,2.450275,970,60,20.181408,64.21115,1.0377712,3.5185711,45.19061,6.7650657,135.82843
142,0.99497736,-0.023808794,65.55632,42,48.042553,22.726536,970,93.42286,54.59014,3.369325,0.18096383,7.9746003,46.7953,45,240
143,-0.9432002,-0.52882564,299.4835,10,63.63622,20.782793,1035,60,99.85651,73.12239,0.4582733,9.486699,44.151875,32.723736,197.98053
144,0.8282323,0.70267946,438.49612,13.935834,7.984868,1.2080665,1035,60,57.251686,1.6339577,0.88145155,7.7789073,26.04879,45,127.71388
145,0.5650922,0.2742084,403.18915,35.72513,74.51218,23.490007,970,70.14279,61.721714,11.961279,0.28739178,3.2883613,9.715146,7.651057,120
146,-0.65291387,-0.9945035,300,13.090068,55.62297,11.836314,1033.0912,99.21659,7.8808823,5.976039,0.90422666,5.905558,39.51564,14.8209915,240
147,-0.98265004,-0.6403589,145.97964,10.869284,24.97574,9.315524,970,79.05193,34.101646,83.3696,0.9406278,6.414779,40.36847,13.37294,120
148,0.97963166,-0.30730826,39.68172,10,54.876396,15.78106,994.35785,60,39.14395,58.250317,0.326033,9.009891,37.168846,45,183.18616
149,-0.97715443,0.6002319,403.2517,39.94703,47.772015,4.0084767,1021.97107,60,45.42001,73.40903,0.76932174,8.315717,47.67951,1.4054941,120
150,0.5085052,-0.8457794,184.0932,11.717471,38.73928,20.766802,1035,60,60.674843,7.073137,1.05,8.8382435,23.857113,45,120
151,-0.29034027,0.43649682,700,20,67.72091,13.451204,970,60,99.53056,50.97906,0.30275673,11.542003,33.867317,45,174.8602
152,-0.26508817,-0.72915137,118.784225,20,40,8.741118,1035,60,28.474192,30.69109,0.87327206,2.7411692,19.262804,26.60492,120
153,-0.96705174,-0.17619719,155.20631,20,40,3.0188906,970,60,57.362263,43.496815,0.038846683,10.519799,37.47627,15.640322,120
154,0.83793,0.8504089,305.59836,42,60,18.179949,1035,60,23.241669,36.108757,0.14911738,6.5942187,29.669046,5.489644,120
155,0.74278635,0.65053505,109.94806,20,40,18.816763,1026.9238,60,47.45456,56.80641,0.7095314,9.623252,45.660645,45,240
156,-0.5302419,0.8168138,296.54166,42,60,0.31589988,1034.9683,60,49.803734,3.7811291,1.05,6.9121265,35.875645,5.547625,237.11111
157,0.59487504,0.9412602,700,10,41.57342,11.953894,999.9082,60,74.817474,70.632454,1.05,11.385156,14.759838,14.532816,240
158,0.60490125,-0.31813416,150.36249,34.78031,31.67908,22.470226,997.60394,14.237502,42.70968,48.502068,0.30168113,1.696412,44.39833,10.433587,239.65526
159,-0.77042216,0.6326456,386.61035,25.34095,40.46549,12.294741,1023.953,89.18173,9.899506,66.62417,1.0070504,4.7534533,46.20873,25.741758,139.89948
160,0.94082713,-0.3994268,690.2746,31.546541,33.802086,7.7934756,971.0661,93.882645,93.06963,30.750286,0.22479767,7.6598682,13.846962,17.377354,191.16171
161,0.63878715,0.9607667,534.2986,22.573776,90.28157,24.00188,982.4098,38.50245,41.48691,32.965286,0.17257464,11.878975,38.49906,22.344505,145.75734
162,-0.07155355,0.036197484,322.209,20,32.166622,15.105966,1031.4924,17.123756,59.237667,12.552175,0.9832248,11.912101,40.6057,10.217719,139.2703
163,-0.57843393,-0.31665346,148.85501,20,8.575698,10.094056,1025.3173,20,71.161026,15.8082905,0.5344453,7.006073,24.284052,0.4463466,162.84097
164,-0.052828316,-0.77210844,514.5498,38.909973,46.08183,0.1423489,1009.2187,7.553067,25.527605,26.043215,1.05,5.9523993,45.87387,22.098825,122.95262
165,-0.8554424,0.45948234,449.3449,20,22.177008,24.034256,973.0872,20,1.607686,40.94147,1.05,7.9549003,30.852173,3.2719002,169.21364
166,-0.85212374,-0.60930365,445.11606,42,18.789043,8.981387,1011.1853,70.59689,34.25084,37.18627,0.71541464,7.215728,16.723024,24.373913,129.43999
167,-0.041773822,-0.24518378,74.72532,10,64.35011,22.608225,1006.5843,60,80.11404,77.965485,0.22730911,4.5839276,22.30278,45,240
168,0.63024676,0.70208687,245.17162,30.189192,64.991196,5.1090693,970,69.93415,28.147903,85.004005,0.66457874,6.9202485,47.274723,17.225897,240
169,-0.54903877,0.73259056,859.203,10,12.007152,19.502567,992.52264,60,30.435741,75.2914,0.15150505,5.4752707,25.959244,21.049974,240
170,-0.649033,0.95483446,300,10,45.951694,19.855358,982.716,82.57426,76.31944,24.400816,0.36296993,2.2971005,42.505905,45,120
171,0.89350325,-0.30466935,123.37128,10.997609,10.913862,4.6529574,970,63.193447,21.317827,72.23142,0.52381843,5.84512,26.176926,31.382778,120
172,0.7630075,0.75293154,700,10,59.167522,22.102137,978.3277,60,75.89268,31.251362,0.94112307,4.3646736,37.16147,12.965564,240
173,-0.050955974,-0.5319072,216.98274,37.755238,41.28483,4.4194446,1004.75165,81.353836,66.645424,44.09036,0.76842654,2.336652,38.1877,45,240
174,0.7510826,0.92424816,175.04625,42,85.979515,17.018812,1022.5102,60,49.841854,71.61662,0.89236444,7.5760174,43.75494,17.480402,128.5776
175,-0.58242565,0.6407865,700,23.497667,70.40446,5.558108,1035,60,85.04155,0.9525132,0.23660795,4.63895,22.984312,12.467398,120
176,-0.029160792,0.9815408,700,33.72789,25.753366,4.1676073,970,60,4.1190495,77.6353,0.49747434,7.895128,3.7317717,35.88082,240
177,0.9354719,-0.99613667,4.6006627,10,68.80379,7.4882593,1006.3666,60,23.381023,69.09521,0.57421917,2.015553,44.588642,33.64782,120
178,-0.20674947,0.6930142,543.0737,10,36.143097,24.092716,1035,60,94.201935,42.9205,0.18822525,5.6416764,13.189702,20.4114,240
179,-0.6491912,-0.22611749,700,10,41.037212,3.0824559,1035,60,13.314898,58.53758,0.2150848,8.684605,47.547024,39.02098,239.70029
180,0.8710762,-0.27753168,500,29.654396,39.823856,17.607016,972.80676,68.89704,87.81664,71.873566,0.24769844,7.137792,24.826147,35.840244,240
181,0.5986244,-0.9851826,734.1279,10,17.487614,8.281026,983.19214,60,70.13194,2.371806,0.25087196,1.2696115,24.364166,45,120
182,0.45211607,-0.396429,594.6694,10,12.8081,10.654564,1003.64935,60,13.145592,28.657778,1.0431854,2.429135,44.819515,4.001311,240
183,0.9997734,0.96419257,700,36.26452,64.97792,9.625917,1035,60,6.5578575,46.11033,0.6669749,9.804292,44.15676,15.245984,240
184,-0.9996278,0.81890076,145.52956,10,20.558191,23.755016,1035,65.311035,18.748295,26.911287,0.9306265,3.8372192,17.864437,45,240
185,-0.2864604,-0.9353391,292.03,10,62.00586,8.957372,1027.391,60,19.931055,0.9765564,0.92545146,9.548657,12.295877,11.216901,154.20145
